Group,Phase,Mineralogy,Grain Label,Reference,Meteorite,Technique,Size (nm),Notes,17O/16O,Error[17O/16O],18O/16O,Error[18O/16O],d(29Si/28Si),Error[d(29Si/28Si)],d(30Si/28Si),Error[d(30Si/28Si)],d(25Mg/24Mg),Error[d(25Mg/24Mg)],d(26Mg/24Mg),Error[d(26Mg/24Mg)],27Al/24Mg,Error[27Al/24Mg],26Al/27Al,Error[26Al/27Al],41Ca/42Ca,Error[41Ca/42Ca],d(42Ca/40Ca),Error[d(42Ca/40Ca)],d(43Ca/40Ca),Error[d(43Ca/40Ca)],d(44Ca/40Ca),Error[d(44Ca/40Ca)],d(46Ti/48Ti),Error[d(46Ti/48Ti)],d(47Ti/48Ti),Error[d(47Ti/48Ti)],d(49Ti/48Ti),Error[d(49Ti/48Ti)],d(50Ti/48Ti),Error[d(50Ti/48Ti)],d(50Cr/52Cr),Error[d(50Cr/52Cr)],d(53Cr/52Cr),Error[d(53Cr/52Cr)],d(54Cr/52Cr),Error[d(54Cr/52Cr)],d(54Fe/56Fe),Error[d(54Fe/56Fe)],d(57Fe/56Fe),Error[d(57Fe/56Fe)],d(58Fe/56Fe),Error[d(58Fe/56Fe)],d(60Ni/58Ni),Error[d(60Ni/58Ni)],d(61Ni/58Ni),Error[d(61Ni/58Ni)],d(62Ni/58Ni),Error[d(62Ni/58Ni)]
1,Oxide,Spinel,MCG99,Nguyen PASA 2003,Murray,Wash U NanoSIMS,,,0.0008158100,0.0000644400,0.0018489100,1.03E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Oxide,Spinel,MCG150,Nguyen PASA 2003,Murray,Wash U NanoSIMS,,,0.0007308500,0.0000169000,0.0007692300,3.25E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Oxide,Spinel,MCF25,Nguyen PASA 2003,Murray,Wash U NanoSIMS,,,0.0003416800,0.0000236900,0.0020595400,3.57E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Oxide,Spinel,MCF45,Nguyen PASA 2003,Murray,Wash U NanoSIMS,,,0.0003761900,0.0000108400,0.0023831300,8.84E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Oxide,Spinel,MCF46,Nguyen PASA 2003,Murray,Wash U NanoSIMS,,,0.0003447300,0.0000163900,0.0016330400,3.15E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Oxide,Spinel,MCF6,Nguyen PASA 2003,Murray,Wash U NanoSIMS,,,0.0003119300,0.0000149700,0.0018475800,5.21E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Oxide,Spinel,MCF62,Nguyen PASA 2003,Murray,Wash U NanoSIMS,,,0.0003036600,0.0000156300,0.0018977900,3.66E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Oxide,Spinel,MCF63,Nguyen PASA 2003,Murray,Wash U NanoSIMS,,,0.0004051800,0.0000157000,0.0020594700,3.09E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Oxide,Spinel,MCF77,Nguyen PASA 2003,Murray,Wash U NanoSIMS,,,0.0003766300,0.0000245000,0.0021337000,5.41E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Oxide,Spinel,MCG127,Nguyen PASA 2003,Murray,Wash U NanoSIMS,,,0.0003067300,0.0000292800,0.0022246400,4.81E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Oxide,Spinel,MCG165,Nguyen PASA 2003,Murray,Wash U NanoSIMS,,,0.0002755500,0.0000113000,0.0020003200,3.21E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Oxide,Spinel,MCG21,Nguyen PASA 2003,Murray,Wash U NanoSIMS,,,0.0003486800,0.0000253700,0.0015312600,5.32E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Oxide,Spinel,MCG24,Nguyen PASA 2003,Murray,Wash U NanoSIMS,,,0.0003881900,0.0000292700,0.0023093200,7.15E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Oxide,Spinel,MCG34,Nguyen PASA 2003,Murray,Wash U NanoSIMS,,,0.0003455000,0.0000122100,0.0014028100,3.05E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Oxide,Spinel,MCG38,Nguyen PASA 2003,Murray,Wash U NanoSIMS,,,0.0003962900,0.0000145900,0.0017264200,2.74E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Oxide,Spinel,MCG65,Nguyen PASA 2003,Murray,Wash U NanoSIMS,,,0.0002692900,0.0000279200,0.0018627300,7.80E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Oxide,Spinel,MCG92,Nguyen PASA 2003,Murray,Wash U NanoSIMS,,,0.0003713900,0.0000115900,0.0016029300,4.42E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Oxide,Spinel,MCG93,Nguyen PASA 2003,Murray,Wash U NanoSIMS,,,0.0004058900,0.0000155100,0.0021996200,3.91E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Oxide,Spinel,MCG107,Nguyen PASA 2003,Murray,Wash U NanoSIMS,,,0.0008758100,0.0000351300,0.0042200400,1.15E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Oxide,Spinel,MCG112,Nguyen PASA 2003,Murray,Wash U NanoSIMS,,,0.0004214400,0.0000365400,0.0031550700,1.08E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Oxide,Spinel,MCG124,Nguyen PASA 2003,Murray,Wash U NanoSIMS,,,0.0005265100,0.0000282300,0.0037624200,6.29E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Oxide,Spinel,MCG125,Nguyen PASA 2003,Murray,Wash U NanoSIMS,,,0.0004092100,0.0000174800,0.0030975500,5.37E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Oxide,Spinel,MCG133,Nguyen PASA 2003,Murray,Wash U NanoSIMS,,,0.0006677800,0.0000344400,0.0035339500,8.71E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Oxide,Spinel,MCG19,Nguyen PASA 2003,Murray,Wash U NanoSIMS,,,0.0005198500,0.0000172800,0.0036699900,4.60E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Oxide,Spinel,MCG57,Nguyen PASA 2003,Murray,Wash U NanoSIMS,,,0.0006043400,0.0000268100,0.0034403900,6.85E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
U,Oxide,Spinel,MCG68,Nguyen PASA 2003,Murray,Wash U NanoSIMS,,,0.0062566300,0.0001076600,0.0018944600,1.98E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Oxide,Corundum,T24 ,Nittler ApJ 1997,Tieschitz,Wash U 3f,,,0.0006260000,0.0000240000,0.0013300000,6.00E-05,,,,,,,,,,,6.80E-03,1.30E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Oxide,Corundum,T28 ,Nittler ApJ 1997,Tieschitz,Wash U 3f,,,0.0009270000,0.0000300000,0.0012500000,6.00E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Oxide,Corundum,T29 ,Nittler ApJ 1997,Tieschitz,Wash U 3f,,,0.0005840000,0.0000130000,0.0013300000,3.00E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Oxide,Corundum,T30 ,Nittler ApJ 1997,Tieschitz,Wash U 3f,,,0.0004690000,0.0000270000,0.0017200000,9.00E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Oxide,Corundum,T32 ,Nittler ApJ 1997,Tieschitz,Wash U 3f,,,0.0006060000,0.0000680000,0.0016700000,2.00E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Oxide,Corundum,T35 ,Nittler ApJ 1997,Tieschitz,Wash U 3f,,,0.0006400000,0.0000750000,0.0011800000,1.80E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Oxide,Corundum,T36 ,Nittler ApJ 1997,Tieschitz,Wash U 3f,,,0.0012100000,0.0000200000,0.0019000000,5.00E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Oxide,Corundum,T38 ,Nittler ApJ 1997,Tieschitz,Wash U 3f,,,0.0004840000,0.0000440000,0.0014700000,1.30E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Oxide,Corundum,T40 ,Nittler ApJ 1997,Tieschitz,Wash U 3f,,,0.0021000000,0.0000400000,0.0014300000,4.00E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Oxide,Corundum,T43 ,Nittler ApJ 1997,Tieschitz,Wash U 3f,,,0.0004480000,0.0000280000,0.0017400000,1.00E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Oxide,Spinel,T44 ,Nittler ApJ 1997,Tieschitz,Wash U 3f,,,0.0006700000,0.0000890000,0.0013100000,2.20E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Oxide,Corundum,T46 ,Nittler ApJ 1997,Tieschitz,Wash U 3f,,,0.0024600000,0.0001300000,0.0016300000,1.70E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Oxide,Corundum,T49 ,Nittler ApJ 1997,Tieschitz,Wash U 3f,,,0.0016400000,0.0000700000,0.0018500000,1.20E-04,,,,,,,,,,,6.83E-04,8.30E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Oxide,Corundum,T52 ,Nittler ApJ 1997,Tieschitz,Wash U 3f,,,0.0028600000,0.0002000000,0.0012600000,2.20E-04,,,,,,,,,,,6.40E-04,1.30E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Oxide,Corundum,T56 ,Nittler ApJ 1997,Tieschitz,Wash U 3f,,,0.0014600000,0.0000400000,0.0012500000,5.00E-05,,,,,,,,,,,1.20E-03,5.00E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Oxide,Corundum,T57 ,Nittler ApJ 1997,Tieschitz,Wash U 3f,,,0.0006100000,0.0000780000,0.0018000000,2.30E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Oxide,Corundum,T59 ,Nittler ApJ 1997,Tieschitz,Wash U 3f,,,0.0006780000,0.0000590000,0.0010200000,1.30E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Oxide,Corundum,T60 ,Nittler ApJ 1997,Tieschitz,Wash U 3f,,,0.0006210000,0.0000730000,0.0010100000,1.60E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Oxide,Corundum,T63 ,Nittler ApJ 1997,Tieschitz,Wash U 3f,,,0.0008700000,0.0000110000,0.0008900000,1.40E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Oxide,Corundum,T68 ,Nittler ApJ 1997,Tieschitz,Wash U 3f,,,0.0014500000,0.0000600000,0.0014900000,8.00E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Oxide,Corundum,T69 ,Nittler ApJ 1997,Tieschitz,Wash U 3f,,,0.0011800000,0.0000200000,0.0011700000,2.00E-05,,,,,,,,,,,2.79E-03,4.00E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Oxide,Corundum,T70 ,Nittler ApJ 1997,Tieschitz,Wash U 3f,,,0.0007870000,0.0000670000,0.0015200000,1.20E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Oxide,Corundum,T71 ,Nittler ApJ 1997,Tieschitz,Wash U 3f,,,0.0005730000,0.0000200000,0.0013300000,4.00E-05,,,,,,,,,,,6.12E-03,1.00E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Oxide,Corundum,T72 ,Nittler ApJ 1997,Tieschitz,Wash U 3f,,,0.0005640000,0.0000230000,0.0015000000,5.00E-05,,,,,,,,,,,1.63E-03,4.00E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Oxide,Corundum,T73 ,Nittler ApJ 1997,Tieschitz,Wash U 3f,,,0.0008770000,0.0000150000,0.0010500000,2.00E-05,,,,,,,,,,,1.83E-03,3.00E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Oxide,Corundum,T76 ,Nittler ApJ 1997,Tieschitz,Wash U 3f,,,0.0006690000,0.0000980000,0.0018200000,1.80E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Oxide,Corundum,T78,Nittler ApJ 1997,Tieschitz,Wash U 3f,,,0.0023400000,0.0001200000,0.0021100000,1.30E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Oxide,Corundum,T79,Nittler ApJ 1997,Tieschitz,Wash U 3f,,,0.0007810000,0.0000410000,0.0016800000,7.00E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Oxide,Corundum,T81,Nittler ApJ 1997,Tieschitz,Wash U 3f,,,0.0006800000,0.0000100000,0.0009700000,1.30E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Oxide,Corundum,T82,Nittler ApJ 1997,Tieschitz,Wash U 3f,,,0.0010400000,0.0000700000,0.0016400000,1.00E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Oxide,Corundum,T83,Nittler ApJ 1997,Tieschitz,Wash U 3f,,,0.0004810000,0.0000330000,0.0015300000,7.00E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Oxide,Corundum,T25 ,Nittler ApJ 1997,Tieschitz,Wash U 3f,,,0.0013600000,0.0001000000,,,,,,,,,,,,,1.65E-02,3.30E-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Oxide,Corundum,T26 ,Nittler ApJ 1997,Tieschitz,Wash U 3f,,,0.0005540000,0.0000280000,0.0007100000,5.40E-05,,,,,,,,,,,1.95E-03,4.60E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Oxide,Corundum,T27 ,Nittler ApJ 1997,Tieschitz,Wash U 3f,,,0.0007960000,0.0000230000,0.0005790000,3.40E-05,,,,,,,,,,,1.05E-03,8.00E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Oxide,Corundum,T37 ,Nittler ApJ 1997,Tieschitz,Wash U 3f,,,0.0008710000,0.0000470000,0.0004400000,5.80E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Oxide,Corundum,T39 ,Nittler ApJ 1997,Tieschitz,Wash U 3f,,,0.0011200000,0.0000500000,0.0004830000,5.80E-05,,,,,,,,,,,3.47E-03,1.10E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Oxide,Corundum,T41 ,Nittler ApJ 1997,Tieschitz,Wash U 3f,,,0.0010700000,0.0000500000,0.0002810000,4.60E-05,,,,,,,,,,,1.38E-02,3.00E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Oxide,Corundum,T42 ,Nittler ApJ 1997,Tieschitz,Wash U 3f,,,0.0006980000,0.0000220000,0.0002760000,2.30E-05,,,,,,,,,,,8.83E-03,1.00E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Oxide,Corundum,T47 ,Nittler ApJ 1997,Tieschitz,Wash U 3f,,,0.0010500000,0.0000700000,0.0003370000,6.80E-05,,,,,,,,,,,4.13E-03,2.00E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Oxide,Corundum,T48 ,Nittler ApJ 1997,Tieschitz,Wash U 3f,,,0.0007100000,0.0000120000,0.0003300000,1.50E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Oxide,Corundum,T50 ,Nittler ApJ 1997,Tieschitz,Wash U 3f,,,0.0007590000,0.0000450000,0.0003310000,5.10E-05,,,,,,,,,,,2.11E-03,1.00E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Oxide,Corundum,T53 ,Nittler ApJ 1997,Tieschitz,Wash U 3f,,,0.0011400000,0.0000700000,0.0004130000,7.70E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Oxide,Corundum,T55 ,Nittler ApJ 1997,Tieschitz,Wash U 3f,,,0.0012000000,0.0001200000,0.0002000000,8.20E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Oxide,Corundum,T58 ,Nittler ApJ 1997,Tieschitz,Wash U 3f,,,0.0011600000,0.0000400000,0.0000255000,9.60E-06,,,,,,,,,,,9.46E-03,1.90E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Oxide,Corundum,T65 ,Nittler ApJ 1997,Tieschitz,Wash U 3f,,,0.0012400000,0.0000600000,0.0003450000,4.00E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Oxide,Corundum,T75 ,Nittler ApJ 1997,Tieschitz,Wash U 3f,,"18O/16O ratio is <1.43E-4, tenatively identifying it as a Group 2 grain",,,,,,,,,,,,,,,1.84E-03,1.30E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Oxide,Corundum,T77 ,Nittler ApJ 1997,Tieschitz,Wash U 3f,,,0.0010300000,0.0000400000,0.0004590000,3.00E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Oxide,Corundum,T23 ,Nittler ApJ 1997,Tieschitz,Wash U 3f,,,0.0003200000,0.0000150000,0.0014700000,6.00E-05,,,,,,,,,,,1.34E-04,3.30E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Oxide,Corundum,T31 ,Nittler ApJ 1997,Tieschitz,Wash U 3f,,,0.0004050000,0.0000440000,0.0014800000,1.50E-04,,,,,,,,,,,6.16E-04,6.40E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Oxide,Corundum,T45 ,Nittler ApJ 1997,Tieschitz,Wash U 3f,,,0.0002770000,0.0000170000,0.0011500000,6.00E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Oxide,Corundum,T51 ,Nittler ApJ 1997,Tieschitz,Wash U 3f,,,0.0003950000,0.0000780000,0.0013700000,2.50E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Oxide,Corundum,T62 ,Nittler ApJ 1997,Tieschitz,Wash U 3f,,,0.0003850000,0.0000520000,0.0011900000,1.10E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Oxide,Corundum,T64 ,Nittler ApJ 1997,Tieschitz,Wash U 3f,,,0.0003100000,0.0000360000,0.0009950000,8.00E-05,,,,,,,,,,,2.86E-04,5.30E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Oxide,Corundum,T66 ,Nittler ApJ 1997,Tieschitz,Wash U 3f,,,0.0004150000,0.0000440000,0.0011800000,9.00E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Oxide,Corundum,T67 ,Nittler ApJ 1997,Tieschitz,Wash U 3f,,,0.0002770000,0.0000280000,0.0006530000,5.30E-05,,,,,,,,,,,4.03E-04,7.60E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Oxide,Corundum,T74 ,Nittler ApJ 1997,Tieschitz,Wash U 3f,,,0.0003320000,0.0000080000,0.0013600000,2.00E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Oxide,Corundum,T80,Nittler ApJ 1997,Tieschitz,Wash U 3f,,,0.0003950000,0.0000100000,0.0014300000,2.00E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Oxide,Corundum,T22 ,Nittler ApJ 1997,Tieschitz,Wash U 3f,,,0.0006990000,0.0000260000,0.0042800000,1.20E-04,,,,,129,36,236,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Oxide,Corundum,T33 ,Nittler ApJ 1997,Tieschitz,Wash U 3f,,,0.0005260000,0.0000950000,0.0031300000,4.10E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Oxide,Corundum,T34 ,Nittler ApJ 1997,Tieschitz,Wash U 3f,,,0.0009800000,0.0000220000,0.0061000000,1.30E-04,,,,,,,,,,,1.12E-03,1.50E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Oxide,Corundum,T61 ,Nittler ApJ 1997,Tieschitz,Wash U 3f,,,0.0006080000,0.0000340000,0.0040900000,1.10E-04,,,,,,,,,,,3.10E-03,6.00E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
U,Oxide,Corundum,T54 ,Nittler ApJ 1997,Tieschitz,Wash U 3f,,,0.0141000000,0.0005000000,0.0005000000,2.00E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Oxide,Corundum,KC12,Nittler ApJ 2008,Krymka,"CIW NanoSIMS, 6f, Wash U NanoSIMS",,,0.0017600000,0.0001100000,0.0019200000,1.60E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Oxide,Corundum,KC14,Nittler ApJ 2008,Krymka,"CIW NanoSIMS, 6f, Wash U NanoSIMS",,,0.0005710000,0.0000500000,0.0011200000,7.00E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Oxide,Corundum,KC15,Nittler ApJ 2008,Krymka,"CIW NanoSIMS, 6f, Wash U NanoSIMS",,,0.0021800000,0.0001400000,0.0011700000,1.70E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Oxide,Corundum,KC16,Nittler ApJ 2008,Krymka,"CIW NanoSIMS, 6f, Wash U NanoSIMS",,,0.0005040000,0.0000590000,0.0012500000,1.30E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Oxide,Corundum,KC17,Nittler ApJ 2008,Krymka,"CIW NanoSIMS, 6f, Wash U NanoSIMS",,,0.0016300000,0.0000400000,0.0015800000,7.00E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Oxide,Corundum,KC18,Nittler ApJ 2008,Krymka,"CIW NanoSIMS, 6f, Wash U NanoSIMS",,,0.0005710000,0.0000450000,0.0014000000,1.00E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Oxide,Corundum,KC2,Nittler ApJ 2008,Krymka,"CIW NanoSIMS, 6f, Wash U NanoSIMS",,,0.0016600000,0.0000300000,0.0015500000,2.00E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Oxide,Corundum,KC20,Nittler ApJ 2008,Krymka,"CIW NanoSIMS, 6f, Wash U NanoSIMS",,,0.0005880000,0.0000390000,0.0016600000,1.30E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Oxide,Corundum,KC21,Nittler ApJ 2008,Krymka,"CIW NanoSIMS, 6f, Wash U NanoSIMS",,,0.0032800000,0.0001600000,0.0020100000,1.10E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Oxide,Corundum,KC26,Nittler ApJ 2008,Krymka,"CIW NanoSIMS, 6f, Wash U NanoSIMS",,,0.0006540000,0.0000290000,0.0011500000,5.00E-05,,,,,243,221,150,210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Oxide,Corundum,KC27,Nittler ApJ 2008,Krymka,"CIW NanoSIMS, 6f, Wash U NanoSIMS",,,0.0017000000,0.0000200000,0.0013800000,8.00E-05,,,,,0,53,24090,580,,,3.37E-03,8.00E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Oxide,Corundum,KC29,Nittler ApJ 2008,Krymka,"CIW NanoSIMS, 6f, Wash U NanoSIMS",,,0.0004800000,0.0000460000,0.0011700000,9.00E-05,,,,,-288,140,509000,26000,,,1.38E-02,7.00E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Oxide,Corundum,KC3,Nittler ApJ 2008,Krymka,"CIW NanoSIMS, 6f, Wash U NanoSIMS",,,0.0005110000,0.0000050000,0.0015100000,1.00E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Oxide,Corundum,KC4,Nittler ApJ 2008,Krymka,"CIW NanoSIMS, 6f, Wash U NanoSIMS",,,0.0033400000,0.0000700000,0.0019100000,5.00E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Oxide,Corundum,KC5,Nittler ApJ 2008,Krymka,"CIW NanoSIMS, 6f, Wash U NanoSIMS",,,0.0025800000,0.0000300000,0.0019500000,2.00E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Oxide,Corundum,KC6,Nittler ApJ 2008,Krymka,"CIW NanoSIMS, 6f, Wash U NanoSIMS",,,0.0008820000,0.0000400000,0.0013800000,8.00E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Oxide,Corundum,KC8,Nittler ApJ 2008,Krymka,"CIW NanoSIMS, 6f, Wash U NanoSIMS",,,0.0013500000,0.0000800000,0.0016300000,1.20E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
